Unnamed: 0,Title,Lyrics
21,Catch a Grenade - The Hooligans Remix,"Easy come, easy go That's just how you live oh Take take take it all But you never give Should of known you was trouble From the first kiss Had your eyes wide open Why were they open? Gave you all I had And you tossed it in the trash You tossed it in the trash, you did To give me all your love Is all I ever asked Cause what you don't understand Is I'd catch a grenade for ya (yeah, yeah, yeah) Throw my hand on the blade for ya (yeah, yeah, yeah) I'd jump in front of a train for ya (yeah, yeah, yeah) You know I'd do anything for ya (yeah, yeah, yeah) I would go through all this pain Take a bullet straight through my brain Yes I would die for you, baby But you won't do the same No, no, no, no Black, black, black and blue Beat me till I'm numb Tell the devil I said hey when you get back to where you're from mad women, bad women That's just what you are Yeah, you smile in my face then rip the breaks out my car Gave you all I had And you tossed it in the trash You tossed it in the trash, yes you did To give me all your love Is all I ever asked Cause what you don't understand Is I'd catch a grenade for ya (yeah, yeah, yeah) Throw my hand on the blade for ya (yeah, yeah, yeah) I'd jump in front of a train for ya (yeah, yeah, yeah) You know I'd do anything for ya (yeah, yeah, yeah) I would go through all this pain Take a bullet straight through my brain Yes I would die for you, baby But you won't do the same If my body was on fire You would watch me burn down in flames You said you loved me, you're a liar Cause you never ever ever did, baby But I am nuts to catch a grenade for ya Throw my hand on the blade for ya I'd jump in front of a train for ya You know I'd do anything for ya I would go through all this pain Take a bullet straight through my brain Yes I would die for ya baby But you won't do the same No, you won't do the same Oh, you never do the same No, no, no, no"
22,綻放,如果一首歌能讓你不再難過 我願成為你擦去眼淚的那首 陪你度過悲歡離合潮起潮落 沒關係我聽你說 或許覺得自己就要一無所有 但從沒想過一切其實已足夠 哪怕一把吉他配上一瓶啤酒 沒什麼好再奢求 習慣就這樣地流浪 隨風飄向某個遠方 那些傷 隨著時間也變得有些健忘 來來去去身為人哪 窮盡一生尋找解答 散落吧 至少曾經像美麗的花 綻放 綻放 時間偷了歲月卻也留下故事 就像摘了玫瑰也會伴隨著刺 多少路程才能換來一首好詩 讓人銘記的歌詞 習慣就這樣地流浪 隨風飄向某個遠方 那些傷 隨著時間也變得有些健忘 來來去去身為人哪 窮盡一生尋找解答 散落吧 至少曾經像美麗的花 綻放 綻放 綻放 綻放 習慣就這樣地流浪 隨風飄向某個遠方 至少曾像美麗的花 散落吧為生命綻放 習慣就這樣地流浪 隨風飄向某個遠方 那些傷 隨著時間也變得有些健忘 來來去去身為人哪 窮盡一生尋找解答 散落吧 至少曾經像美麗的花 綻放
23,末日將至 (feat. TRASH),編曲:W.LIN / TRASH 還要多久才能穿越 前方恐懼築的牆 (我恨我總是沒有力量 我恨我總是身處逆向) 在人群中扮演堅強 其實心很累了吧 (不甘心誓言被人糟蹋 不甘心傷口來不及包紮) 虛無的主義在血液中流蕩 早就習慣迷失方向 (抓緊我不要鬆綁) 情緒直到觸碰你的靈魂瞬間釋放 (I’m not afraid to die) 為了你成為光芒 因為你我更強 成為無法撼動的力量 再次為夢出航 帶著被否定的信仰 保持它的狂妄 親愛的要知道 就算是末日將至 有你在 我就沒在怕 (有你在 我就沒在怕) 我要結束這一切 Don’t you say that words明天會更好 （無止盡的深淵） 沒有誰想崩潰 才不屑什麼emo的稱號 （別假裝說你能夠理解） 還在保持著抵抗要去的地方沒忘記 揣摩著希望是什麼形狀而上進 就怕還是輸給那一個懦弱的自己 （還能倚靠誰） 妳秉著我的呼吸 平衡著阻力 還可以 再一次賭命 十八般武藝 無懼的前進 就再一次的 (因為愛我才決定 ) 為了你成為光芒 因為你我更強 成為無法撼動的力量 再次為夢出航 帶著被否定的信仰 保持它的狂妄 親愛的要知道 就算是末日將至 有你在 我就沒在怕 面對殘酷的風浪 是你抓住我不放 我在漆黑裡流浪 你像是盡頭的光 就算要面對千刀萬剮 就算要面對燙石滾漿 我還能照亮心的鋒芒 變成炙烈的太陽 Fight for your love 為了你成為光芒 因為你我更強 成為無法撼動的力量 再次為夢出航 帶著被否定的信仰 保持它的狂妄 親愛的要知道 就算是末日將至 有你在 我就沒在怕 有你在 我就沒在怕 有你在 我就沒在怕 有你在 我就沒在怕 有你在 我就沒在怕
24,超級英雄的約定,這次就換你看著我的背影 面對未知的恐懼也不再擔心 當超級英雄離開後曾經的紈絝子弟 開始學習把家打理仔細 因為他知道必須要扛起家計 像個男子漢一樣承擔壓力 正所謂不經一事也不長那一智 要成就大事注定要多摔幾次 有些事來得太快誰都無法準備 那就具備顆強大的心 讓一切無畏 媽媽就請妳免煩惱 我已經毋是歹子 袂再閣乎妳心痛 這次就換你看著我的背影 面對未知的恐懼也不再擔心 就算天塌下來我也一肩扛起 畢竟這是跟超級英雄的約定 不知不覺也已經兩年多 他的存在美得就像煙火 照亮我在夜裡棲息的勇敢 也召喚為愛而戰的同伴 我會在心裡面刻上妳諄諄的教誨 我會讓妳過好日子一定說到做到 讓英雄驕傲(I can say out loud) 因為這就是我的忍道(Not gonna let you down) 這次就換你看著我的背影 面對未知的恐懼也不再擔心 就算天塌下來我也一肩扛起 畢竟這是跟超級英雄的約定
25,Never Die,濃烈的 無知的 沒有方向還是要啟程 因為知道遠方有人在等 我浪費著 青春呢 未來不被祝福那又如何 直到盡頭的末班車 我要放蕩不羈的愛 不後悔也不怕失敗 證明曾經我的存在 I know that spirit will never die 我要放蕩不羈的愛 反正人生不會重來 證明曾經我的存在 I know that spirit will never die We will never die 我不信人 不信神 只想把音樂放到最大聲 跟著值得我去愛的人 I won't escape Cause I know there's no place to hide Ain't got no limits I'm always fighting for life 會驚就袂大尾 毋敢拼落當然嘛沒機會 我要放蕩不羈的愛 不後悔也不怕失敗 證明曾經我的存在 I know that spirit will never die 我要放蕩不羈的愛 反正人生不會重來 證明曾經我的存在 I know that spirit will never die We will never die 我要放蕩不羈的愛 不後悔也不怕失敗 證明曾經我的存在 I know that spirit will never die 我要放蕩不羈的愛 反正人生不會重來 證明曾經我的存在 I know that spirit will never die We will never die
26,会魔法的老人,作詞 : 法老/KKECHO 作曲 : 法老/KKECHO 編曲：Land James 我從出生就是一個自閉小孩 容易被別人一句話給輕易傷害 所以 我在唱台上 不斷的擺弄我的肢體 為了阻擋光線 和我眼神裡的荒誕 獨自在電影院裡 觀看一部傑作 野火在我的心底燃燒 夢醒生活再被截獲 在閃光燈和相機 面前對爺爺的照片別過 把人生中的脆弱通過歌詞演說 無法去甄別 這是錯的 或者是對的 是real或fake 媽媽我只是累了 我罪惡 在感情上面懷有 一絲愧色 如果我們刨開心臟 你們會說這就對了 我把它放在博物館裡展覽 看著一旁熙攘的人群在逐漸匯合 有人在鼓掌 有人哭喊 有人朝他吐痰 卻唯獨沒人 給我擦乾我的淚河 故事被曬乾 過程都太短 時間可以倒退用我生命來換 過路的人都已謝完了幕 一個人吃飯往往會比中藥還再苦 他們只在乎cash oh cash oh cash 我視他們為trash oh trash oh trash 我想要跑到北上廣去蓋一整棟樓 我知道那些東西不急以後都會有 後來那台電視機前只剩我在換台 後來懂我的人的鬢角都已變的斑白 後來聚攏的人都隨著時間滴答滴答散開 直到我 再也不敢把那回憶之書翻開 嘗試在周圍的竊竊私語 中 尋求治愈 在一張張的字據 裡面 去避免失去 可是失去他就是會失去啊 這是所有人和事的結局 我要怎麼才能做到豁達 是我的錯嗎？ 我也想把那精緻長袍脫下 換種活法 我也想轉身擁抱過去 但我不會魔法 若你我相逢在人海裡 請你送我一束花 我想要成為 一名 藝術家 或許走到死亡的盡頭 那蒼白的老人 熱情早已不在他的心頭 他會失憶的 但會有人把他的生命記憶拼湊 因為有關法老的故事 他們至今還沒聽夠 故事被曬乾 過程都太短 時間可以倒退用我生命來換 過路的人都已謝完了幕 一個人吃飯往往會比中藥還再苦 他們只在乎cash oh cash oh cash 我視他們為trash oh trash oh trash 我想要跑到北上廣去蓋一整棟樓 我知道那些東西不急以後都會有
27,變成你,我不想當我自己我只想要變成你 沒煩惱也沒壓力能穿金的又戴銀 Cause I don't want to be me anymore 如果這是一種病那沒差讓我變成你 多麼想要成為一個有用的人 凡事只要放個放屁 都會是聚光的燈 哼個旋律全世界都幫你合聲 也太幸福了吧總是美夢成真 像是一種不能被拆穿的魔術 像是該死的馬力歐吃了蘑菇 可以飛高高也可以遁地 有用不完的口罩隔離瘟疫 你說的沒錯我就是羨慕嫉妒 別輕易挑戰我中二的程度 我不想當我自己我只想要變成你 沒煩惱也沒壓力能穿的金又戴銀 Cause I don't want to be me anymore 如果這是一種病那沒差讓我變成你 I'm not ok 成了名 聚光燈都在這裡 你想要 都拿去 我叫hater每天追你 複雜的交際真是叫人每天發病 不想被子彈打 I rather be nobody 我站上這高處卻從來沒有減少 使用的藥物 你說的沒錯我就是羨慕嫉妒 別輕易挑戰我中二的程度 我不想當我自己我只想要變成你 沒擁有就沒失去無知還比較開心 Cause I don't want to be me anymore 如果這是一種病那沒差讓我變成你 讓我變成你
28,改變,你說我變了你沒錯 我變得更沉著 扛在肩上的不只是 我一個人的夢 失去了太多現在懂 沒差眼淚不會白流 如果你也醒了就跟我走(就不再回首) 我不停改變 為了更好的自己 而且 我會不停改變 要做更屌的專輯 you know I won't be the same 感謝 所有存在的過去 才能成就全新的我自己 過去的我習慣帶著恨 面對未知的一切 but man I try to learn 憤怒總是阻擋著我看見真相 鐵板都踢到爛了也都不能怎樣 I never give up 只要你內心夠堅定全宇宙都會幫著你 就算這世界再醜陋 (別忘了Who you wanna be) 我不停改變 為了更好的自己 而且 我會不停改變 顛倒該死的命運 you know I won't be the same 感謝 所有傷害跟逆境 才能拼湊完整的我自己 (Woh)才能成為全新的我自己 It's time to let me free 我不停改變 為了更好的自己 而且 我會不停改變 要做更屌的專輯 you know I won't be the same 感謝 所有存在的過去 才能成就全新的我自己
29,靜止-滾石40 滾石撞樂隊 40團拚經典 (原唱:楊乃文),編曲：魁剛 / W.Lin 寂寞圍繞著電視垂死堅持在兩點半消失 多希望有人來陪我度過末日 空虛敲打著意志彷彿這時間已靜止 我懷疑人們的生活有所掩飾啊 啊~哈~垂死堅持啊 啊~哈~全都消逝啊 啊~哈~垂死堅持啊 衝動在瞬間消失夢被稀釋不停轉動著手指 我幻想美麗的生活何時開始 這日子一天的一天過我收起發霉的計劃 傷害妳傷害我克制不了慚愧的氣話 就像困在籠中的鳥兒啊 啊~哈~垂死堅持啊 啊~哈~全都消逝啊 啊~哈~垂死堅持啊 已靜止 垂死堅持啊 啊~哈~全都消逝啊 啊~哈~垂死堅持啊 啊~哈~全都消逝啊 垂死堅持啊 啊~哈~全都消逝啊 啊~哈~垂死堅持啊 啊~哈~全都消逝啊 寂寞圍繞著電視垂死堅持在兩點半消失 多希望有人來陪我度過末日 空虛敲打著意志彷彿這時間已靜止 我懷疑人們的生活有所掩飾啊
30,METAMORPHOSIS,"I'm a pimp, hoes fallin' for this pimpin' rap game Slowly hit the tempo, just enough to keep these bitches tame Makin' fame off a nigga dick, bitches suckin' dick Make it quick, off my dick, yeah, I took a foreign chick Bankroll other hoes, just a victim that I chose Have you suckin' 'til it's swole, I be bonin' other hoes Niggas wanna learn the game, but keep talkin' shit I'll be forced to trash 'em, may the best man win this I'm a pimp, hoes fallin' for this pimpin' rap game Slowly hit the tempo, just enough to keep these bitches tame Makin' fame off a nigga dick, bitches suckin' dick Make it quick, off my dick, yeah, I took a foreign chick Bankroll other hoes, just a victim that I chose Have you suckin' 'til it's swole, I be bonin' other hoes Niggas wanna learn the game, but keep talkin' shit I'll be forced to trash 'em, may the best man win this I'm a pimp, hoes fallin' for this pimpin' rap game Slowly hit the tempo, just enough to keep these bitches tame Makin' fame off a nigga dick, bitches suckin' dick Make it quick, off my dick, yeah, I took a foreign chick Bankroll other hoes, just a victim that I chose Have you suckin' 'til it's swole, I be bonin' other hoes Niggas wanna learn the game, but keep talkin' shit I'll be forced to trash 'em, may the best man win this I'm a pimp, hoes fallin' for this pimpin' rap game Slowly hit the tempo, just enough to keep these bitches tame Makin' fame off a nigga dick, bitches suckin' dick Make it quick, off my dick, yeah, I took a foreign chick Bankroll other hoes, just a victim that I chose Have you suckin' 'til it's swole, I be bonin' other hoes Niggas wanna learn the game, but keep talkin' shit I'll be forced to trash 'em, may the best man win this"
31,a song from yesterday,"You show up early someone gave you the wrong time Try on six outfits just to look like seven other guys But it's all right I don't think no one notices Yeah it's all right She probably gonna make the most of it And you wonder what it's like when Nobody's a stranger People shout your name, ""Hey!"" Look who finally came here The jokes you tell are trash, but they're still laughing And that's something that never happens to you But the jokes are still trash So I'm telling ya hey Don't you let that big head get into your way You can take a deep breath Don't take a deep check, all the talking Everybody's so drunk they forgot it's okay It's just a song from yesterday Saw you drawing your hundredth conversation bout your week And you're trying to find the time to say something And then right when you speak Yeah all right Halfway through they stopped listening to you but it's all right I wasn't talking to them anyway And you wonder what it's like when You can be conceited Best friends turn to yes-men And dating comes too easy The jokes you tell are trash, but they're still laughing And that's something that never happens to you But the jokes are still trash So I'm telling ya hey Don't you let that big head get into your way You can take a deep breath But don't take a deep check, all the talking Everybody's so drunk they forgot it's okay It's just a song from yesterday And they all get stick-and-pokes on weeknights Broken bones and street fights And I'm just counting hours that I should stay And they got more rings than they've got fingers Anxiety that lingers And I'm just writing songs about what I did yesterday So I'm telling ya hey Don't you let that big head get into your way You can take a deep breath But don't take a deep check, all the talking Everybody's so drunk they forgot it's okay It's just like you always say It's just a song from yesterday A song from yesterday It's just a song from yesterday It's just like you always you say It's just a song from yesterday"
